project_id,project_name,ministry,department,sector,sub_sector,state,region,implementing_agency,project_type,project_status,project_stage,original_cost_cr,revised_cost_cr,cost_overrun_cr,cost_growth_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,progress_decoupling_gap,start_date,planned_completion_date,revised_completion_date,planned_duration_months,revised_duration_months,schedule_slippage_months,schedule_revisions_count,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,secondary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class,overall_risk_score,data_source,data_status
PRJ-SYN-001814,"Chennai Metro Rail Phase-II Corridor 3, 4 & 5 — EPC Package II (Terminal & Marine Berths)",Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Urban Water Infrastructure,Bihar,East,Metro Rail Infrastructure SPV,Corridor Modernization,COMPLETED,Commissioned,4666.99,4666.99,0.0,0.0,4566.26,100.0,97.84,-2.16,2021-01-01,2024-07-01,2024-09-01,42,44,2,1,10,10,6,0,0.6,NONE,NONE,2,0.0,LOW,10.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001815,Delhi-Meerut RRTS Corridor — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Telangana,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,3932.18,5236.88,1304.7,33.18,5196.82,100.0,99.24,-0.76,2022-07-01,2024-08-01,2025-07-01,25,36,11,2,10,10,10,0,1.0,LAND_ACQUISITION,LEGAL_DISPUTE,11,33.18,HIGH,55.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001816,Bundelkhand Expressway Spur — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Assam,Northeast,National Highways Authority of India (NHAI),Greenfield Construction,DELAYED,Execution,1690.59,1819.41,128.82,7.62,1456.64,80.09,80.06,-0.03,2023-07-01,2027-01-01,2027-10-01,42,51,9,2,10,7,8,0,0.8,NONE,NONE,9,7.62,LOW,29.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001817,Subansiri Lower Hydroelectric Project — Reach 2 (Ch. 24+000 to 68+500),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,COMPLETED,Commissioned,15922.88,17074.1,1151.22,7.23,16696.27,100.0,97.79,-2.21,2018-11-01,2023-12-01,2024-07-01,61,68,7,1,10,10,9,0,0.9,PROCUREMENT,FOREST_CLEARANCE,7,7.23,LOW,28.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001818,Ganga Expressway Phase-I — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,1724.48,1893.82,169.34,9.82,1838.29,100.0,97.07,-2.93,2018-09-01,2021-10-01,2022-05-01,37,44,7,1,10,10,8,0,0.8,PROCUREMENT,NONE,7,9.82,LOW,29.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001819,Kolkata Port Deep Draft Inner Harbour Berth — EPC Package II (Terminal & Marine Berths),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Inland Waterway,Uttar Pradesh,North,Major Ports Authority,Strategic Interconnection,COMPLETED,Commissioned,1868.99,1868.99,0.0,0.0,1816.47,100.0,97.19,-2.81,2020-03-01,2023-07-01,2023-07-01,40,40,0,0,10,10,0,0,0.0,NONE,NONE,0,0.0,LOW,0.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001820,Udhampur-Srinagar-Baramulla Rail Link — EPC Package II (Terminal & Marine Berths),Ministry of Railways,,Railways,Track Doubling,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,DELAYED,Execution,307.08,335.82,28.74,9.36,241.59,77.07,71.94,-5.13,2022-12-01,2027-04-01,2027-11-01,52,59,7,1,10,7,7,0,0.7,DESIGN_CHANGE,NONE,7,9.36,LOW,25.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001821,Raipur-Visakhapatnam Corridor — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Odisha,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,1183.23,1329.36,146.13,12.35,1291.51,100.0,97.15,-2.85,2021-03-01,2023-07-01,2023-10-01,28,31,3,1,10,10,7,0,0.7,UTILITY_SHIFTING,NONE,3,12.35,LOW,24.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001822,Agra Metro Rail Project Priority Section — Contract Package 4B (Elevated Viaduct),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Metro Rail Rapid Transit,Jharkhand,East,Metro Rail Infrastructure SPV,Greenfield Construction,COMPLETED,Commissioned,1006.52,1060.97,54.45,5.41,1037.82,100.0,97.82,-2.18,2020-09-01,2024-05-01,2024-12-01,44,51,7,1,10,10,8,0,0.8,NONE,NONE,7,5.41,LOW,26.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001823,Bhopal-Ramganjmandi Line — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Gujarat,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,COMPLETED,Commissioned,1072.84,1153.3,80.46,7.5,1130.27,100.0,98.0,-2.0,2020-11-01,2024-03-01,2024-10-01,40,47,7,1,10,10,9,0,0.9,NONE,NONE,7,7.5,LOW,26.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001824,Pune-Nashik Semi High-Speed Rail — EPC Package II (Terminal & Marine Berths),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,CRITICAL,Execution,3002.51,3877.14,874.63,29.13,2896.21,72.85,74.7,1.85,2020-11-01,2026-06-01,2028-12-01,67,97,30,4,10,6,7,0,0.7,CONTRACTOR,FOREST_CLEARANCE,30,29.13,CRITICAL,72.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001825,Secunderabad-Mahabubnagar Doubling — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,972.71,1106.85,134.14,13.79,1103.94,100.0,99.74,-0.26,2023-05-01,2025-06-01,2025-11-01,25,30,5,1,10,10,9,0,0.9,CONTRACTOR,NONE,5,13.79,LOW,29.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001826,Ganga Expressway Phase-I — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,1617.54,2028.88,411.34,25.43,1692.76,74.23,83.43,9.2,2021-12-01,2026-11-01,2028-05-01,59,77,18,3,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,NONE,18,25.43,HIGH,62.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001827,Bundelkhand Expressway Spur — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Jharkhand,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,CRITICAL,Execution,4535.84,5875.73,1339.89,29.54,4927.13,67.78,83.86,16.08,2021-10-01,2027-04-01,2029-06-01,66,92,26,4,10,6,7,0,0.7,ENVIRONMENTAL_CLEARANCE,FOREST_CLEARANCE,26,29.54,CRITICAL,77.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001828,Khavda Renewable Energy Park Grid Interconnection — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,COMPLETED,Commissioned,541.54,687.0,145.46,26.86,686.99,100.0,100.0,0.0,2020-11-01,2023-01-01,2023-10-01,26,35,9,2,10,10,9,0,0.9,FOREST_CLEARANCE,NONE,9,26.86,MODERATE,43.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001829,Secunderabad-Mahabubnagar Doubling — Civil Package 1 (Underground Tunnel),Ministry of Railways,,Railways,Track Doubling,Gujarat,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,329.08,352.51,23.43,7.12,350.25,100.0,99.36,-0.64,2019-02-01,2024-10-01,2025-05-01,68,75,7,1,10,10,9,0,0.9,NONE,NONE,7,7.12,LOW,25.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001830,Bhopal-Ramganjmandi Line — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Electrification,Gujarat,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,COMPLETED,Commissioned,504.58,550.09,45.51,9.02,538.19,100.0,97.84,-2.16,2021-03-01,2024-01-01,2024-05-01,34,38,4,1,10,10,8,0,0.8,NONE,NONE,4,9.02,LOW,22.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001831,Bundelkhand Expressway Spur — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,5190.38,5382.42,192.04,3.7,5321.99,100.0,98.88,-1.12,2019-08-01,2025-02-01,2025-04-01,66,68,2,1,10,10,6,0,0.6,NONE,NONE,2,3.7,LOW,16.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001832,NH-48 Golden Quadrilateral — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Karnataka,South,National Highways Authority of India (NHAI),Greenfield Construction,DELAYED,Execution,1096.09,1281.44,185.35,16.91,1033.59,87.06,80.66,-6.4,2020-09-01,2026-03-01,2027-07-01,66,82,16,2,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,16,16.91,MODERATE,47.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001833,Delhi-Meerut RRTS Corridor — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,CRITICAL,Execution,384.7,459.91,75.21,19.55,381.34,74.66,82.92,8.26,2021-09-01,2027-01-01,2028-09-01,64,84,20,3,10,7,8,0,0.8,PROCUREMENT,CONTRACTOR,20,19.55,HIGH,57.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001834,"Chennai Metro Rail Phase-II Corridor 3, 4 & 5 — Section II (Km 45.50 to 112.00)",Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Metro Rail Rapid Transit,Madhya Pradesh,Central,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,DELAYED,Execution,593.27,710.68,117.41,19.79,696.47,95.15,98.0,2.85,2021-10-01,2025-06-01,2026-08-01,44,58,14,2,10,9,10,0,1.0,INTERDEPARTMENTAL_DEPENDENCY,UTILITY_SHIFTING,14,19.79,MODERATE,49.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001835,Amritsar-Jamnagar Economic Corridor — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Telangana,South,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,580.39,730.83,150.44,25.92,721.92,100.0,98.78,-1.22,2019-12-01,2022-02-01,2022-12-01,26,36,10,2,10,10,9,0,0.9,LAND_ACQUISITION,NONE,10,25.92,MODERATE,44.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001836,Ahmedabad-Dholera Expressway — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,2312.8,2505.69,192.89,8.34,2437.23,100.0,97.27,-2.73,2021-08-01,2024-10-01,2025-01-01,38,41,3,1,10,10,7,0,0.7,NONE,NONE,3,8.34,LOW,22.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001837,Navi Mumbai International Greenfield Airport — Section II (Km 45.50 to 112.00),Ministry of Civil Aviation,Airport Infrastructure Cell,Civil Aviation,Greenfield Airport,Rajasthan,North,Airports Authority of India (AAI),Corridor Modernization,CRITICAL,Execution,311.51,407.08,95.57,30.68,383.15,89.8,94.12,4.32,2018-11-01,2023-12-01,2026-08-01,61,93,32,4,10,8,9,0,0.9,LAND_ACQUISITION,INTERDEPARTMENTAL_DEPENDENCY,32,30.68,CRITICAL,79.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001838,Char Dham Highway Connectivity — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Telangana,South,National Highways Authority of India (NHAI),Corridor Modernization,AT_RISK,Execution,174.0,176.19,2.19,1.26,73.27,44.96,41.59,-3.37,2023-10-01,2029-05-01,2029-08-01,67,70,3,1,10,4,1,1,0.1,NONE,NONE,3,1.26,LOW,8.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001839,Khurda Road-Bolangir New Line — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,AT_RISK,Execution,508.25,516.33,8.08,1.59,360.69,68.3,69.86,1.56,2023-09-01,2027-12-01,2028-01-01,51,52,1,1,10,6,0,0,0.0,NONE,NONE,1,1.59,LOW,4.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001840,Delhi-Mumbai Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,1741.88,2239.19,497.31,28.55,2218.64,100.0,99.08,-0.92,2019-04-01,2024-02-01,2025-11-01,58,79,21,3,10,10,10,0,1.0,LAND_ACQUISITION,,21,28.55,HIGH,64.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001841,Coastal Road Coastal Highway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Rajasthan,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,888.53,1000.13,111.6,12.56,992.09,100.0,99.2,-0.8,2020-12-01,2023-05-01,2023-10-01,29,34,5,1,10,10,8,0,0.8,NONE,NONE,5,12.56,LOW,30.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001842,Zojila Tunnel Approach Road — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,972.59,1064.99,92.4,9.5,1054.01,100.0,98.97,-1.03,2018-04-01,2021-05-01,2021-12-01,37,44,7,1,10,10,8,0,0.8,PROCUREMENT,NONE,7,9.5,LOW,30.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001843,Eastern Dedicated Freight Corridor — Section II (Km 45.50 to 112.00),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DELAYED,Execution,11196.14,12846.45,1650.31,14.74,10237.36,69.94,79.69,9.75,2022-04-01,2027-10-01,2028-12-01,66,80,14,2,10,6,7,0,0.7,PROCUREMENT,NONE,14,14.74,MODERATE,47.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001844,Trans-Haryana Expressway — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,CRITICAL,Execution,932.93,1197.04,264.11,28.31,923.16,76.24,77.12,0.88,2022-04-01,2026-03-01,2028-02-01,47,70,23,3,10,7,8,0,0.8,LAND_ACQUISITION,NONE,23,28.31,HIGH,63.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001845,NH-44 North-South Corridor — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Rajasthan,North,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,209.94,250.25,40.31,19.2,246.87,100.0,98.65,-1.35,2020-05-01,2023-02-01,2023-11-01,33,42,9,2,10,10,10,0,1.0,CONTRACTOR,NONE,9,19.2,MODERATE,42.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001846,Ahmedabad-Dholera Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,DELAYED,Execution,547.46,601.93,54.47,9.95,497.03,77.58,82.57,4.99,2022-04-01,2027-09-01,2028-07-01,65,75,10,2,10,7,8,0,0.8,PROCUREMENT,NONE,10,9.95,MODERATE,35.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001847,Mandal Dam North Koel Reservoir Project — Section II (Km 45.50 to 112.00),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Inter-Basin Link,Uttar Pradesh,North,National Water Development Agency,Greenfield Construction,COMPLETED,Commissioned,728.62,890.37,161.75,22.2,864.16,100.0,97.06,-2.94,2018-03-01,2021-01-01,2022-01-01,34,46,12,2,10,10,10,0,1.0,FOREST_CLEARANCE,NONE,12,22.2,MODERATE,46.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001848,Rishikesh-Karanprayag Rail Line — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Odisha,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DELAYED,Execution,193.73,230.6,36.87,19.03,199.98,76.76,86.72,9.96,2023-08-01,2026-10-01,2027-09-01,38,49,11,2,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,LEGAL_DISPUTE,11,19.03,MODERATE,48.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001849,Zojila Tunnel Approach Road — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Chhattisgarh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,871.15,991.11,119.96,13.77,987.25,100.0,99.61,-0.39,2021-12-01,2025-02-01,2026-02-01,38,50,12,2,10,10,9,0,0.9,NONE,NONE,12,13.77,MODERATE,39.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001850,Navi Mumbai International Greenfield Airport — Package 3 (Design & Build EPC),Ministry of Civil Aviation,Airport Infrastructure Cell,Civil Aviation,Terminal Expansion,Uttar Pradesh,North,Airports Authority of India (AAI),Greenfield Construction,AT_RISK,Execution,284.21,299.9,15.69,5.52,290.08,92.5,96.73,4.23,2022-03-01,2026-09-01,2027-03-01,54,60,6,1,10,8,7,1,0.7,NONE,NONE,6,5.52,LOW,26.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001851,Bhadla Solar Park Phase-IV Evacuation — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,ON_TRACK,Execution,2013.56,2055.64,42.08,2.09,1875.16,93.06,91.22,-1.84,2023-04-01,2026-09-01,2026-09-01,41,41,0,0,10,8,0,0,0.0,NONE,NONE,0,2.09,LOW,2.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001852,Coastal Road Coastal Highway — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,COMPLETED,Commissioned,1008.95,1251.2,242.25,24.01,1222.87,100.0,97.74,-2.26,2019-04-01,2022-04-01,2023-05-01,36,49,13,2,10,10,10,0,1.0,LAND_ACQUISITION,NONE,13,24.01,MODERATE,49.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001853,Coastal Road Coastal Highway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,2896.66,3679.92,783.26,27.04,3626.72,100.0,98.55,-1.45,2020-06-01,2023-10-01,2025-01-01,40,55,15,2,10,10,10,0,1.0,FOREST_CLEARANCE,NONE,15,27.04,HIGH,55.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001854,Ratle Hydroelectric Power Project — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Bihar,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,DELAYED,Execution,1249.04,1412.04,163.0,13.05,716.35,50.45,50.73,0.28,2023-10-01,2028-05-01,2029-05-01,55,67,12,2,10,4,4,0,0.4,PROCUREMENT,NONE,12,13.05,LOW,30.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001855,Ratle Hydroelectric Power Project — Reach 2 (Ch. 24+000 to 68+500),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,CRITICAL,Execution,2920.69,3763.89,843.2,28.87,2945.85,82.56,78.27,-4.29,2019-12-01,2025-10-01,2028-04-01,70,100,30,4,10,7,8,0,0.8,CONTRACTOR,DESIGN_CHANGE,30,28.87,CRITICAL,69.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001856,Char Dham Highway Connectivity — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,CRITICAL,Execution,1995.76,2546.39,550.63,27.59,837.53,27.76,32.89,5.13,2023-09-01,2029-03-01,2031-02-01,66,89,23,3,10,2,3,0,0.3,LAND_ACQUISITION,NONE,23,27.59,HIGH,57.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001857,Kochi Metro Rail Phase-II Kakkanad Extension — EPC Package II (Terminal & Marine Berths),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Metro Rail Rapid Transit,West Bengal,East,Metro Rail Infrastructure SPV,Greenfield Construction,COMPLETED,Commissioned,481.86,571.82,89.96,18.67,569.37,100.0,99.57,-0.43,2021-03-01,2023-08-01,2024-02-01,29,35,6,1,10,10,9,0,0.9,CONTRACTOR,,6,18.67,MODERATE,36.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001858,Mumbai-Ahmedabad High Speed Rail — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DELAYED,Execution,452.53,502.17,49.64,10.97,445.66,91.9,88.75,-3.15,2020-05-01,2025-12-01,2027-01-01,67,80,13,2,10,8,8,0,0.8,PROCUREMENT,NONE,13,10.97,MODERATE,35.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001859,Gorakhpur Haryana Anu Vidyut Pariyojana — EPC Package II (Terminal & Marine Berths),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,CRITICAL,Execution,428.36,565.86,137.5,32.1,272.19,35.17,48.1,12.93,2023-03-01,2029-01-01,2031-07-01,70,100,30,4,10,3,4,0,0.4,LEGAL_DISPUTE,NONE,30,32.1,CRITICAL,74.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
